"","16S-bodega-bay-fecal-experiment_Blank.1","16S-bodega-bay-fecal-experiment_Blank.10","16S-bodega-bay-fecal-experiment_Blank.11","16S-bodega-bay-fecal-experiment_Blank.12","16S-bodega-bay-fecal-experiment_Blank.2","16S-bodega-bay-fecal-experiment_Blank.3","16S-bodega-bay-fecal-experiment_Blank.4","16S-bodega-bay-fecal-experiment_Blank.5","16S-bodega-bay-fecal-experiment_Blank.6","16S-bodega-bay-fecal-experiment_Blank.7","16S-bodega-bay-fecal-experiment_Blank.8","16S-bodega-bay-fecal-experiment_Blank.9","16S-bodega-bay-fecal-experiment_CC.B.1.1","16S-bodega-bay-fecal-experiment_CC.B.1.2","16S-bodega-bay-fecal-experiment_CC.B.1.3","16S-bodega-bay-fecal-experiment_CC.B.2.1","16S-bodega-bay-fecal-experiment_CC.B.2.2","16S-bodega-bay-fecal-experiment_CC.B.2.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.2","16S-bodega-bay-fecal-experiment_CC.B.3.3","16S-bodega-bay-fecal-experiment_CC.B.4.1","16S-bodega-bay-fecal-experiment_CC.B.4.2","16S-bodega-bay-fecal-experiment_CC.B.4.3","16S-bodega-bay-fecal-experiment_CC.SG.1.1","16S-bodega-bay-fecal-experiment_CC.SG.1.2","16S-bodega-bay-fecal-experiment_CC.SG.1.3","16S-bodega-bay-fecal-experiment_CC.SG.2.1","16S-bodega-bay-fecal-experiment_CC.SG.2.2","16S-bodega-bay-fecal-experiment_CC.SG.2.3","16S-bodega-bay-fecal-experiment_CC.SG.3.1","16S-bodega-bay-fecal-experiment_CC.SG.3.2","16S-bodega-bay-fecal-experiment_CC.SG.3.3","16S-bodega-bay-fecal-experiment_CC.SG.4.1","16S-bodega-bay-fecal-experiment_CC.SG.4.2","16S-bodega-bay-fecal-experiment_CC.SG.4.3","16S-bodega-bay-fecal-experiment_MM.B.1.1","16S-bodega-bay-fecal-experiment_MM.B.1.2","16S-bodega-bay-fecal-experiment_MM.B.1.3","16S-bodega-bay-fecal-experiment_MM.B.2.1","16S-bodega-bay-fecal-experiment_MM.B.2.2","16S-bodega-bay-fecal-experiment_MM.B.2.3","16S-bodega-bay-fecal-experiment_MM.B.3.1","16S-bodega-bay-fecal-experiment_MM.B.3.2","16S-bodega-bay-fecal-experiment_MM.B.3.3","16S-bodega-bay-fecal-experiment_MM.B.4.1","16S-bodega-bay-fecal-experiment_MM.B.4.2","16S-bodega-bay-fecal-experiment_MM.B.4.3","16S-bodega-bay-fecal-experiment_MM.SG.1.1","16S-bodega-bay-fecal-experiment_MM.SG.1.2","16S-bodega-bay-fecal-experiment_MM.SG.1.3","16S-bodega-bay-fecal-experiment_MM.SG.2.1","16S-bodega-bay-fecal-experiment_MM.SG.2.2","16S-bodega-bay-fecal-experiment_MM.SG.2.3","16S-bodega-bay-fecal-experiment_MM.SG.3.1","16S-bodega-bay-fecal-experiment_MM.SG.3.2","16S-bodega-bay-fecal-experiment_MM.SG.3.3","16S-bodega-bay-fecal-experiment_MM.SG.4.1","16S-bodega-bay-fecal-experiment_MM.SG.4.2","16S-bodega-bay-fecal-experiment_MM.SG.4.3","16S-bodega-bay-fecal-experiment_NegCtrl1","16S-bodega-bay-fecal-experiment_NegCtrl2","16S-bodega-bay-fecal-experiment_WP.MFH.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.1.2","16S-bodega-bay-fecal-experiment_WP.MFH.1.3","16S-bodega-bay-fecal-experiment_WP.MFH.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.2.2","16S-bodega-bay-fecal-experiment_WP.MFH.2.3","16S-bodega-bay-fecal-experiment_WP.MFH.3.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.3.2","16S-bodega-bay-fecal-experiment_WP.MFH.3.3","16S-bodega-bay-fecal-experiment_WP.MFH.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.4.2","16S-bodega-bay-fecal-experiment_WP.MFH.4.3","16S-bodega-bay-fecal-experiment_WP.MFL.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.1.2","16S-bodega-bay-fecal-experiment_WP.MFL.1.3","16S-bodega-bay-fecal-experiment_WP.MFL.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.2.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.2","16S-bodega-bay-fecal-experiment_WP.MFL.3.3","16S-bodega-bay-fecal-experiment_WP.MFL.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.4.2","16S-bodega-bay-fecal-experiment_WP.MFL.4.3","16S-bodega-bay-fecal-experiment_WP.SG.1.1","16S-bodega-bay-fecal-experiment_WP.SG.1.2","16S-bodega-bay-fecal-experiment_WP.SG.1.3","16S-bodega-bay-fecal-experiment_WP.SG.2.1","16S-bodega-bay-fecal-experiment_WP.SG.2.2","16S-bodega-bay-fecal-experiment_WP.SG.2.3","16S-bodega-bay-fecal-experiment_WP.SG.3.1","16S-bodega-bay-fecal-experiment_WP.SG.3.2","16S-bodega-bay-fecal-experiment_WP.SG.3.3","16S-bodega-bay-fecal-experiment_WP.SG.4.1","16S-bodega-bay-fecal-experiment_WP.SG.4.2","16S-bodega-bay-fecal-experiment_WP.SG.4.3","16S-bodega-bay-fecal-experiment_Zymo.Ctrl1","16S-bodega-bay-fecal-experiment_Zymo.Ctrl2"
"1.1.1.193",0,18463,4934,98,891,5586,1722,4088,1791,1304,9501,677,8863,25520,27471,11954,12035,14203,25151,31992,32551,14833,20383,24574,8957,19413,11346,20111,17708,12817,16546,387752,48158,25270,16817,27569,15003,21712,4686,40301,25319,18747,10691,12025,17268,30121,23551,24652,24161,13353,28,16466,28267,15504,21472,23939,23454,22444,27732,22746,1967,316,24863,43410,29649,17309,17741,13266,21077,26131,24939,20540,19666,14294,25231,22610,13779,26638,20802,15297,32353,28350,13432,12703,9856,22908,12709,17050,18577,25123,16895,3725,19542,17524,17994,17377,27244,19539,9706,13259
"1.1.1.197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.2",0,709,817,0,0,466,200,0,290,328,15,0,1002,2507,2478,1130,1468,2421,3243,3538,4376,1996,2676,2706,1117,3174,2115,3306,2557,1682,1849,39556,5983,2550,1870,2566,1695,2654,755,2543,1596,819,977,1104,1323,6053,3222,3342,2113,1461,10,1404,3136,2116,2431,2715,2758,2740,2401,3124,0,0,3457,5421,2496,1324,1455,1528,2242,1888,2909,4060,4055,1125,1878,1822,1005,3181,2057,1859,1506,1309,972,1267,495,2006,958,1556,1438,2828,1665,442,1833,1463,1427,1267,1783,1329,0,0
"1.1.1.202",0,6,17,0,3,286,13,0,0,15,147,2,3,69,186,15,38,15,47,23,0,6,39,90,17,29,7,51,107,62,96,2278,208,96,6,29,63,37,0,194,118,110,18,31,24,34,27,31,144,44,0,94,119,20,101,71,47,88,311,93,5,0,44,15,4,113,14,0,21,58,32,5,11,21,37,6,2,43,104,2,151,21,1,10,31,0,40,68,194,328,37,19,86,179,273,118,256,287,1667,2034
"1.1.1.203",0,13450,96,0,61,100,0,0,0,0,1291,0,64,400,380,177,454,590,512,740,1238,755,1042,1216,72,312,334,584,536,198,758,18784,2220,532,1188,1943,260,633,91,740,543,43,234,277,422,1393,964,1131,378,165,0,362,1087,582,618,643,820,684,564,684,62,0,938,1634,2147,320,812,646,1767,922,1082,1130,1468,497,1011,1241,821,2220,2208,1342,1648,1318,448,572,298,1872,276,460,312,592,539,144,368,217,306,382,530,314,4170,6002
"1.1.1.205",0,19363,5202,109,991,6233,2022,4802,1796,1369,10338,698,9548,27037,29419,12719,12826,14886,27449,34308,34231,15287,21002,25852,9475,20995,11858,21085,18515,13464,16644,422235,51448,28067,17383,28195,15740,23110,4917,45245,28096,21084,11372,12835,18318,28689,24431,25412,26615,14231,28,17998,29533,16249,22875,25775,24614,23714,30627,24154,1817,240,25743,44249,29571,18292,17924,13548,20960,26994,24598,20679,19349,14515,25983,23576,14110,27088,20939,15446,32433,28952,13531,13155,10288,23341,13908,18447,20965,27470,17472,3812,21369,19469,20236,19276,29529,22061,11422,15546
"1.1.1.206",0,56,0,0,0,0,0,0,9,0,0,0,6,17,9,4,0,0,7,45,21,8,14,5,19,12,0,13,0,0,0,223,17,16,0,608,12,10,3,42,16,13,5,15,13,6,0,14,20,0,0,10,11,0,13,11,6,7,18,23,30,0,9,24,9,15,10,8,3,27,0,8,40,8,0,8,10,14,3,0,25,8,20,0,4,0,3,9,19,11,0,0,26,36,12,17,28,41,0,0
"1.1.1.21",0,2,0,0,17,5,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.211",0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.215",0,486,733,5,294,1144,309,284,71,311,1955,250,94,464,202,146,515,794,640,900,1715,1480,1881,1606,199,444,527,1026,986,495,1604,29942,4162,703,1965,4094,670,1044,217,1102,801,143,582,669,957,1746,2584,2370,974,623,0,768,2044,1448,1226,1136,1428,1366,1312,1424,264,0,1373,3200,3571,488,1327,1047,2523,1194,1592,1550,2508,611,1658,1566,1300,3040,3064,1764,2599,2093,628,673,263,2286,456,580,439,1053,1488,346,594,377,323,518,1174,360,4955,7059
"1.1.1.219",0,2872,2244,5,578,2222,1072,792,688,92,2906,304,3876,11364,11590,5012,5868,6294,11453,14326,15930,8138,11458,12276,4096,10135,5157,9266,8572,6238,7886,225143,25266,12428,8980,11701,7983,12660,2848,22866,13819,9734,6352,6660,9749,10318,12854,13890,13176,6480,0,8995,14722,8678,11642,12710,11487,11355,14635,12557,746,195,11744,23582,15820,7722,9644,7225,10236,12424,11036,9114,13141,6689,13604,12258,7792,10846,8051,5874,15331,14467,7318,5389,5240,9636,6350,9086,10308,14831,9230,2152,9360,9152,9626,9731,15288,10364,1857,2474
"1.1.1.22",0,11438,5628,78,1002,4421,2046,2871,1946,1476,10068,872,9440,27156,29703,12753,12490,14593,27420,34291,33933,15175,20664,25525,9466,21271,11653,20767,18201,13182,16331,410824,50290,28183,16877,28795,15821,23328,5007,46052,28706,21734,11661,13088,18466,28544,24576,25621,26940,14516,28,18376,30062,16343,23440,26357,24634,24201,31631,24389,1626,291,25067,43677,30041,18170,18250,13647,20918,26497,24076,20416,18821,14249,26052,23631,14256,26150,20524,15069,32803,28783,12965,12989,10251,22486,13909,18423,20877,27435,17316,3876,21004,19408,20118,18997,29303,22145,11281,15955
"1.1.1.23",0,17761,4412,98,768,5140,1709,2683,1561,1147,8120,608,8934,25235,27427,11745,11612,13398,25336,31747,31907,14093,19568,23572,8763,19374,11146,19690,17428,12461,15432,382663,47439,26008,16100,27969,14802,21527,4700,42476,26310,19781,10678,12039,17146,27666,23024,23870,24692,13345,28,16974,27566,15270,21473,24243,22504,22360,28861,22668,1498,214,23693,41350,28015,16082,16604,12453,19661,24524,22387,19250,18230,13201,23658,21431,13010,24297,19039,14074,30093,26389,12401,11769,9383,20983,12884,17303,19100,25839,16494,3703,19516,17796,18378,17660,26987,20000,8056,11209
"1.1.1.239",0,31,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,15,0,10,9,0,0,0,0,5,0,0,0,16,0,0,4,0,0,12,17,0,0,0,15,0,0,0,12,6,0,17,0,0,19,18,0,21,26,0,30,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.25",0,19614,5124,98,1012,6858,2073,3646,1851,2065,10276,835,10642,30518,32591,14189,13528,15352,30763,37518,36861,15943,22101,27052,10304,23639,12711,22620,20063,14732,19123,452332,54456,31514,18051,29140,17280,25324,5407,51201,32020,23966,12247,13931,19979,33686,26063,27299,29582,15823,37,19701,32518,17327,25300,28212,26129,26124,33381,26300,1905,214,27987,48322,33617,19164,19505,14510,24189,29407,26788,22392,20517,15731,28636,25585,15228,29204,23198,16874,36877,31913,15459,14418,10744,25368,15425,20039,23376,31157,18543,3900,23558,21760,23060,21443,32423,24997,10703,14779
"1.1.1.251",0,1751,0,0,3,0,2,0,0,0,113,0,0,0,0,0,0,0,43,0,42,0,0,0,0,0,0,0,0,0,0,241,40,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,42,0,45,0,0,0,11,17,29,0,0,0,77,5,5,20,0,0,0,9,7,34,48,21,83,33,18,15,0,64,0,0,0,0,0,0,0,0,0,0,0,0,333,442
"1.1.1.258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.26",0,3262,1532,25,549,1246,754,1361,749,1039,4736,538,1732,7106,7150,2940,3221,3440,7078,8476,8036,3716,5491,6994,2188,4745,2173,4965,4360,3454,6848,123918,14255,8072,4677,9986,2774,4464,705,11888,7275,5596,2633,2918,4606,7091,5945,5852,6437,2972,0,4830,7952,3974,5628,6328,6461,6024,8710,5722,436,135,7884,13248,12405,8146,6021,4518,10205,9241,8896,6960,6744,4492,10021,8934,5520,13862,12548,8391,14593,11131,5788,5959,3939,11932,3182,3860,5203,6466,3232,487,4682,4885,5904,4196,6509,5740,7709,10563
"1.1.1.261",0,307,251,0,134,108,0,243,0,57,623,0,172,318,463,207,259,240,406,316,240,154,106,163,102,435,200,293,230,116,96,8311,891,579,196,199,202,239,31,624,366,267,142,113,234,209,210,226,438,232,0,260,452,286,282,307,244,251,275,249,62,0,617,418,159,119,162,124,36,276,178,88,104,108,281,186,125,194,66,120,231,290,150,107,156,117,249,318,513,642,201,86,329,284,433,314,572,393,4955,7059
"1.1.1.262",0,13725,4354,34,838,4371,984,1537,1056,1054,6737,521,7480,19731,21002,9446,9132,10614,19526,24838,26108,12213,16888,18992,6886,15864,9538,16195,14975,10215,11231,309598,38153,18837,13962,21403,13064,18564,4232,33192,21178,15320,8940,10510,14390,23926,19792,20496,20275,11263,28,13213,22328,12806,17638,19217,17229,17852,22369,18383,1700,137,18837,33387,22128,10824,13704,10187,13747,18567,16894,15348,15759,10129,17841,16736,10457,17610,13349,10075,21246,20417,9235,8284,7000,14862,10698,14703,15864,21316,15111,3417,15523,13701,13801,14399,23020,15630,2642,3531
"1.1.1.264",0,1944,104,0,17,789,0,66,26,0,842,0,12,89,60,56,101,138,123,258,232,257,291,213,0,68,62,225,215,12,834,5624,506,132,282,385,61,110,54,131,99,58,58,96,102,1173,244,393,100,46,0,121,247,109,122,190,310,116,187,181,206,0,340,677,1237,321,382,383,1097,535,370,574,705,236,692,663,576,1652,1570,1096,1362,821,513,551,196,1290,76,94,30,118,193,53,39,35,83,0,101,69,4622,6617
"1.1.1.267",0,17577,4404,98,750,4885,1382,2509,1243,1294,8045,604,8244,23395,25537,11011,10694,12409,23222,29091,28682,12774,17448,21370,8206,18039,10383,18182,16069,11572,12951,344032,43487,23379,14307,24016,13569,19856,4378,37309,23336,17806,9377,10845,15135,22918,20416,21093,22442,12569,28,15185,25016,13638,19506,22173,20635,20412,25940,20761,1426,212,20942,35531,24910,14661,14395,10732,17949,21453,20102,16933,15857,11620,20565,18748,11273,21776,16722,12591,27078,23435,10518,10566,8099,18112,11710,15836,17373,23243,15181,3424,18082,16134,16530,16167,24808,18413,7427,10358
"1.1.1.27",0,6206,743,16,293,2674,525,2194,660,157,3426,163,988,2646,2949,1425,1738,2024,3495,3519,3047,1402,1653,2543,1026,2179,1183,2186,1670,1482,3452,47570,6622,3800,1586,5730,1092,1725,244,3816,2414,1800,984,719,1448,2014,1617,2026,2248,1080,0,1840,3237,1353,2066,2710,3217,2621,3382,2314,225,31,3510,5635,4858,3301,2030,1819,4347,3696,3472,3827,2816,1933,4330,3252,1803,5958,5432,3059,6258,4049,1946,2429,1375,4533,1420,1717,2017,3131,1154,199,2480,2313,2619,1879,2581,2265,20991,28018
"1.1.1.271",0,13118,2672,16,194,1720,1015,525,814,408,4362,303,6111,17492,17878,7966,7967,9502,18253,21861,22541,9888,13508,16148,6419,14700,8303,14121,12411,9032,11143,261237,32528,17925,10769,15669,10638,16112,3614,30013,19175,14128,7576,8654,12131,16282,16610,16906,18240,10117,23,11985,19694,10919,16274,17778,15601,16298,20178,16935,127,73,16964,28774,18670,10144,11543,8785,13819,16466,15932,14639,13824,8911,16058,14455,8354,16770,13331,9330,19355,17313,8356,7944,5800,14061,8882,11931,12932,18959,11856,2712,13595,12252,12646,12272,18848,13658,785,1057
"1.1.1.272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.275",0,0,55,0,0,0,0,0,0,0,0,0,24,100,96,44,104,210,106,79,159,93,76,159,35,43,81,105,66,77,0,1486,292,121,129,199,57,104,20,104,43,24,37,38,52,51,107,147,61,36,0,55,145,78,89,91,183,103,66,109,0,0,56,47,27,21,70,35,40,54,128,62,28,110,50,48,19,79,60,42,50,48,16,16,26,51,32,63,34,55,69,18,89,50,68,89,96,53,0,0
"1.1.1.276",0,9660,313,0,62,71,0,611,30,0,1283,273,375,852,996,414,246,328,784,918,854,311,318,630,376,813,288,489,546,282,353,11005,878,782,190,834,282,531,94,1460,1006,569,282,340,445,238,341,367,780,462,0,440,625,211,445,512,395,352,701,404,0,0,531,713,188,602,300,243,155,629,460,202,121,247,467,700,252,275,180,133,194,365,276,216,385,248,421,505,932,745,296,31,696,752,936,695,1020,750,0,0
"1.1.1.28",0,7070,998,30,167,779,10,130,533,334,2806,311,486,1680,1772,761,859,980,1622,2068,2336,1614,1951,2197,592,1532,735,1757,1392,953,1550,38256,4244,2353,1729,3094,1028,1331,306,3041,1687,1170,838,971,1505,5796,1814,2433,1734,998,0,1199,2378,1356,1614,1867,2128,1629,2227,1782,318,38,2184,3498,2582,1799,1751,1588,2120,2314,2336,1954,3600,1318,2680,2206,1452,2532,2000,1535,3504,2640,1770,1218,1097,2263,1002,1108,1438,2209,1458,406,1087,1065,1314,1404,1970,1370,9199,11755
"1.1.1.281",0,10650,230,0,154,527,833,0,0,0,1088,1,529,2744,3548,1084,1164,816,2627,3326,2127,628,927,1925,823,2032,746,1308,985,871,1144,37277,3047,3450,615,659,1308,1700,288,6110,3508,3441,906,968,1370,683,1378,1338,2844,1478,0,2091,2424,1035,1954,2596,2046,2091,3628,2079,0,116,1550,2653,1418,1918,1062,635,1184,2014,2346,1159,609,1224,1638,1607,868,1694,1297,1050,2524,2172,873,848,839,1536,1270,1688,2711,1877,621,95,2071,2281,2582,2096,2582,3069,0,0
"1.1.1.282",0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,1057
"1.1.1.284",0,15943,2002,29,577,2315,771,1885,1178,740,6878,606,2374,8090,8193,2809,3972,5920,6188,10733,14010,7643,9316,11300,2027,4140,3369,6955,6223,4180,9485,142058,18097,6762,7790,15613,5504,7743,1558,12531,7476,3869,4252,4671,7202,12626,11311,11802,7369,3805,5,5593,11250,6704,8231,8353,10066,8856,9135,8350,2107,164,11897,25059,19660,7247,10240,7829,11726,15226,12824,8713,7846,8021,14621,12132,9643,12662,10192,7804,19820,18914,8214,6576,5935,13102,3205,4103,3644,5786,5997,1342,5245,4375,4274,4340,6795,4561,16050,22798
"1.1.1.287",0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,7,21,36,14,34,60,34,47,55,29,10,0,44,3,26,51,519,73,24,35,37,0,15,0,37,10,11,0,0,23,0,24,37,23,11,0,15,44,19,0,0,58,0,31,25,0,0,56,45,19,38,51,14,21,74,120,0,0,55,27,19,10,33,24,30,62,5,0,0,10,33,0,0,9,4,0,0,30,23,30,32,12,12,0,0
"1.1.1.289",0,0,0,0,19,607,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,320,0,0,59,103,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,314,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.29",0,10932,2300,33,123,2567,412,1470,1010,1060,3835,82,3771,9930,11616,4525,4907,6477,9994,13084,14216,6488,8195,10171,3490,7791,5357,8494,7470,4848,7134,146340,19812,9752,7091,12347,6913,9687,2318,16307,10109,8092,5129,5683,7694,11360,11724,11448,11050,6286,4,7420,12484,7111,9964,11170,11021,11266,13244,11447,324,101,11303,19114,12516,6775,7386,5330,9016,10144,10128,9619,9445,5542,10609,9374,5480,10129,7189,6041,13306,10910,5670,5265,4029,8891,5473,7623,6828,9448,7820,1898,7470,6389,6187,7202,10427,7211,1857,2474
"1.1.1.290",0,653,721,0,95,636,319,508,107,328,572,27,699,1684,1358,666,1028,1178,1750,2260,3174,2146,2957,2668,730,1665,1075,2132,2188,1342,1354,54720,6436,1917,2602,6572,1654,2473,555,3790,2246,881,1293,1310,1956,6473,3458,4146,2478,1280,0,1432,3188,2074,2111,2230,2382,2295,2363,2462,324,0,2513,6242,3680,981,2035,1609,1714,2587,2367,1584,4224,1416,2466,2619,1710,1528,1004,913,2936,3053,1298,950,1100,1641,1046,1495,1604,2966,2532,699,1679,1275,1411,1727,2947,1437,2642,3531
"1.1.1.291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.292",0,62,0,0,63,61,0,0,0,0,961,0,0,73,112,54,41,10,73,98,150,23,121,94,21,66,25,46,44,37,208,2882,238,129,106,92,9,112,6,135,97,40,59,29,94,44,85,85,93,8,0,30,186,38,82,94,100,129,84,83,83,65,183,390,475,110,138,146,416,168,138,216,262,80,336,257,136,414,366,202,451,290,254,182,30,433,36,58,51,143,68,8,28,30,60,45,29,69,0,0
"1.1.1.294",0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.298",0,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5,0,0,19,0,0,0,8,0,0,0,0,0,0,0,281,17,24,0,0,0,0,0,23,15,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,7,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0
"1.1.1.3",0,21969,6943,104,927,6435,2718,4532,1697,1310,8869,680,12419,33929,36398,15858,16495,20425,35871,43364,45338,19904,27472,32857,12323,28954,16786,29157,25137,17628,19117,527602,65819,33592,21884,33759,19537,29022,6445,51945,32836,23522,13875,15671,21781,35297,31559,32605,31720,17680,28,21404,36520,20870,28607,31984,30132,29710,36725,31461,1841,259,33412,55396,32129,21679,21304,16113,22762,31352,30613,28079,26014,17327,29396,27485,15499,31098,23622,17495,33321,30617,14884,15296,11781,25393,16694,22622,24929,35562,22024,5091,25704,23414,24345,22423,35136,25303,10508,14300
"1.1.1.30",0,11180,706,49,466,1152,85,793,516,645,7348,690,987,2866,2864,1293,1633,2906,2347,4522,5880,3302,4040,4540,648,1700,1719,3147,2772,1572,3479,64179,8658,2928,4012,9640,2023,2973,635,4566,2542,1704,1716,2004,3016,6753,5134,5240,3033,1522,0,2478,5476,2672,3430,3734,5181,4082,4310,4050,1006,141,5318,9394,8475,4392,4222,2963,6404,5830,5998,4422,4378,2967,6224,5366,3910,8640,7869,5640,9427,6903,3608,3815,2403,7683,1554,1686,1496,2328,2468,488,1684,1383,1508,1631,2760,1814,6027,8476
"1.1.1.300",0,69,0,0,0,0,0,0,0,0,0,0,258,406,432,131,176,289,304,669,1072,538,506,700,109,209,109,352,407,195,208,3061,447,216,132,197,394,469,110,792,497,184,270,192,375,299,517,609,400,188,0,315,646,307,388,436,788,685,489,468,0,0,729,1252,616,562,419,322,209,1060,604,321,104,498,547,546,318,270,228,244,788,672,616,513,539,490,78,132,119,210,212,48,188,146,160,103,177,167,0,0
"1.1.1.302",0,33,0,0,0,0,489,0,0,11,0,0,364,689,790,273,342,146,967,580,550,88,188,270,281,639,191,284,349,309,0,7702,697,1124,71,118,247,374,5,1290,728,594,271,261,329,166,133,284,646,219,0,454,504,266,339,391,135,284,671,271,0,0,439,270,102,424,229,210,0,579,151,135,0,155,439,532,238,114,97,98,127,152,128,154,308,114,327,335,478,735,152,24,612,615,688,640,645,646,0,0
"1.1.1.303",0,3059,856,16,120,1999,184,576,842,789,842,36,1123,4543,4444,1451,1880,2817,3543,6226,6648,3680,4210,5604,1529,2773,1828,3594,2908,2013,3912,71617,9493,4581,3674,5575,2930,3875,830,7348,4083,2756,2418,2339,3600,4458,5947,5826,4518,2330,0,3572,6102,3402,4466,5066,6470,5111,6165,4778,332,0,5873,12549,9020,5682,4726,3246,6502,7121,6661,4699,4430,3484,7693,6355,4504,8262,6912,5164,10841,8068,3980,4279,3112,8248,1752,2242,2504,3266,2676,578,3090,2739,2677,2669,3446,3074,4170,6002
