"","V1","V2","V3","V4","V5","V6","V7"
"053f14033b2874980550ed3308d490df","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","uncultured bacterium"
"0541ae465f71d86398b9180a2c072421","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella","uncultured bacterium"
"05598060e3a6765931fbf90c7db883d0","Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured bacterium","Unassigned","Unassigned"
"055af8bb3277b45ccb86c0b9ebe233e0","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Unassigned","Unassigned"
"0562e97bf8665edd5ae85899297a44a8","Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Thermus","Unassigned"
"0564e654378d1f7470a3628b713ff7b8","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium"
"0572ffbb754dbe4b0eca16c12386ef9e","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","Unassigned"
"0579ac34b69b4b147b2513afe15c7097","Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus","Unassigned"
"057c15af7da5fe512e9bb9985f0b5c89","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured","Unassigned"
"0581556070841dcfb880d53cabcd9cfd","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"0581eeeddc897278e3f134d0b5f93c10","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","uncultured","Unassigned"
"058c7556b3b61c9ca89896412467c3a1","Bacteria","Gemmatimonadota","S0134 terrestrial group","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"059e28667279644769c04cba2f7eae8e","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","uncultured bacterium","Unassigned","Unassigned"
"05a011129c2b4c3f5c1b868dade97dbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured","uncultured bacterium"
"05a214a583ddc9973a2dbb0c737c94c3","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"05a407eb204f6399aff1d7145e6b9034","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","uncultured bacterium"
"05a76f47a2fb2c9df7a1358d58b56467","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","MSBL7","Unassigned"
"05abe2b15ec1a56a46c62c0e99ec1f89","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","uncultured organism"
"05aeedd1e50ee926c390e296e7234b27","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Kangiellaceae","Aliikangiella","Unassigned"
"05b17afb201fd6c5bf0442219b742bbc","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured bacterium","Unassigned"
"05b75a114985cc4479b7c11671957494","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","uncultured euryarchaeote","Unassigned","Unassigned"
"05b886260b7073e6dbeed3c1d49505f6","Bacteria","Nitrospinota","P9X2b3D02","Unassigned","Unassigned","Unassigned","Unassigned"
"05bb09fa5395896f25d45ddbfa7af47f","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured","Unassigned"
"05c5e5a647c526aad43928d813438332","Bacteria","Latescibacterota","Latescibacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"05c8741b54d746eafb15a790d5e523a3","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unassigned"
"05ce587bb27326d8280684697b24625a","Bacteria","Zixibacteria","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"05d4024789abd38b37e5ce58df1e644b","Bacteria","Myxococcota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"05d6af6653d9b72b01296cfc67382d1a","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured organism"
"05d93cdd509e30dd8611ad55e79b4853","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia","Unassigned"
"05d94a08b4fabd4dbc9d0fa32d525f65","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Agarilytica","Unassigned"
"05dcfee7cb64f4f128ddddf99aa9d0ef","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Unassigned","Unassigned","Unassigned"
"05e2ed82a39ec0ed985fb3e8bdd3d4e7","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured bacterium"
"05e32e0f3fcd06a00b23544708613157","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unassigned","Unassigned"
"05ebe64ea61622270e27f7dd2a6e9023","Bacteria","Firmicutes","Bacilli","Unassigned","Unassigned","Unassigned","Unassigned"
"05f006b81555f4ebdb70ad4ba1d8f8f4","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"05f1729293ae68d24559a0fe7ff65812","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","Unassigned","Unassigned"
"05f65370481769dfa73e360cb3157444","Bacteria","Patescibacteria","Microgenomatia","Candidatus Collierbacteria","uncultured bacterium","Unassigned","Unassigned"
"05f86d3be79ae8f4da8719a69fd869ea","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured","Unassigned"
"05fac39ea87304325ea78f4851cc9600","Bacteria","Zixibacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"060a542b6d3abd43c4c92e7e90620e13","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","Unassigned","Unassigned"
"060c9b203608763629b8080a18a27a5f","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"061698ccedcf56018e8a67bba4027422","Bacteria","Acidobacteriota","Subgroup 22","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"0616c1adac305d27abc0a563e3c408b6","Bacteria","NB1-j","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"0622619007ba301034ddedd85ff2df5f","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Unassigned","Unassigned"
"0624a24502b09b82951011e33357e937","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","Unassigned","Unassigned"
"0625eda99db79cca264ca323c761371a","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured organism"
"062684a8fed653c27cd2c97c61d3abd0","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Unassigned","Unassigned"
"062d00ece80f38f772313d518bd548d2","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","Unassigned"
"062dcaa7a29ae6bb037efd0a00bef2f0","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","Unassigned","Unassigned","Unassigned"
"0631a7d0e2886b5873975f0897476cd2","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured bacterium","Unassigned"
"063db9c2e15a05651030728474270a5e","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured organism"
"0645e94fc4cb34e44ce5ca63c0e3a924","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Unassigned","Unassigned"
"066ce9f383d03d009b564dcff49409e2","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 23","Unassigned"
"0671d523cf6770a01a1e00a322f2b17d","Bacteria","Sumerlaeota","Sumerlaeia","uncultured","uncultured bacterium","Unassigned","Unassigned"
"0672198fc7efdcdcf3dfc6db7a034dd2","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","Unassigned"
"068b265a1adaa7cafa8a7583ecf4f6fc","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","Unassigned"
"068bc3b1cf51e9fa194a4723f99f5d98","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured bacterium"
"0695eeb34981233868dc4af2f20f11e7","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","uncultured organism"
"06982be3bfb46de42905ddffc20aa38b","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","uncultured organism","Unassigned","Unassigned"
"06aa8371756490aa26b512dac0839f29","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unassigned"
"06af680238c4fab0bb9d462cc9ef888b","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","Unassigned"
"06b79ef377f389567e2c2c0f086257cf","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group","uncultured bacterium"
"06c2c10653a14902b163860a9fdb9261","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","uncultured bacterium","Unassigned"
"06c35381364f58316a8fc367908d2b40","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter","uncultured bacterium"
"06c51870894911b5e79ba15d704ca5aa","Bacteria","Dependentiae","Babeliae","Babeliales","Unassigned","Unassigned","Unassigned"
"06cf0effe3a9aa519e92d372b5ce483c","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"06dbffb3667d421322f3cdc067c1bb95","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","uncultured bacterium"
"06de0cc9c4f47bde4005d9aae3852c0d","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Candidatus Latescibacter","Unassigned"
"06ef310078c8415be16a1225d750e7f2","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","IheB3-7","uncultured bacterium"
"06f825b512d903b9230e1a55d87359ee","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured bacterium"
"06fcf274fb411ce751e7f5fc1dc3970d","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"0702a085024ed455d2040df1906eaec1","Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured bacterium","Unassigned","Unassigned"
"070974770b18e2bc285cf428fe5ede6d","Bacteria","Acidobacteriota","Subgroup 21","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"070da9cfe91d68d636cf3685a5f52a11","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maribacter","Unassigned"
"0718f576bdc638139c78cbce2c94d8cb","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","Unassigned","Unassigned"
"0719f37ab994d2b62ea3feaddcb0e669","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","uncultured","Unassigned","Unassigned"
"0722576e834ff330147dd6d03f157e14","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae","Thiogranum","uncultured bacterium"
"0722b1c47824b9ae34e4a0f7b3133345","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","uncultured organism","Unassigned"
"07278c20fcb3760581cc78c886cfe366","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","Unassigned","Unassigned","Unassigned"
"072c6ec00f136eec9a45186f2333eba4","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","Unassigned"
"07392c5bc7ae271145ffe956511a3854","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Thermomarinilinea","uncultured bacterium"
"074a0253408d0019ddb27a4f85fa9f4c","Bacteria","Planctomycetota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"0754ec71ae1d284bffba2d34360ce503","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 23","uncultured bacterium"
"075691820a173d5e7b25c73381ce322a","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","Unassigned"
"075a5e410378d1e2cbca9623483ee762","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured bacterium"
"075ac7bea51e2afaa95eb346200fc72e","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","uncultured bacterium","Unassigned"
"075b4a6db3bb705278fa9b3490b9bf86","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus","Unassigned"
"075c5f6b64d976ce370e2c28a9028506","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","uncultured","Unassigned"
"0767911c6090286cfbedc6d48bd503c1","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","uncultured bacterium","Unassigned"
"0769a86e97394093cf31c5266820d8af","Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria","Unassigned","Unassigned","Unassigned"
"076ce8b3d8cd6f475bda470865abb976","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","Unassigned"
"076dbe2e863feca9dabcc5ac983a738b","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","Unassigned"
"0776b598782ca7b9cad8667d9fdf15c3","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19 marine sediment group","Unassigned"
"0778fe7eabf5d7d9bdce1e4de41f1199","Bacteria","Actinobacteriota","RBG-16-55-12","Unassigned","Unassigned","Unassigned","Unassigned"
"077ba44c1dd68b48f513110d6deb1c71","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","uncultured bacterium"
"0781ed6c6ce6eeeb9db415acc6ae9e68","Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis","Unassigned"
"0793034410eff4c09aff1f8bd335c16d","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Unassigned","Unassigned"
"079f39de3dc310c3ff6fca0af8edd332","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","uncultured bacterium","Unassigned"
"07a3c3e9a9b56ce4955c7fd94e80552c","Bacteria","Sva0485","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"07a9ffa3278401ffeeb73463a4eb48ca","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"07ab2491aac8a3c3356d8542762652cc","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured","uncultured bacterium"
"07ba0388cf30fa590a58a62f39abdb20","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured","uncultured bacterium"
"07c354b6ff2320ac3f32b4138c437f07","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Unassigned","Unassigned"
"07c36735d2d70658bf3a3637da137e16","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"07c4a8211a09c41a039dc0b7ecd39e40","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"07cdd1da0dc35fc793fe0a70e2887795","Bacteria","Verrucomicrobiota","Lentisphaeria","SS1-B-02-17","Unassigned","Unassigned","Unassigned"
"07e52a814ddb61c6996ebdee57a2c9fd","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Unassigned"
"07e7fff1cf2703a5a9db13a51ff159f1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","Unassigned","Unassigned"
"0802cbb98a48cac39eb770ae68ca68d6","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Unassigned","Unassigned","Unassigned"
"08045c8a57c912905051134ebdf8f29e","Bacteria","Chloroflexi","P2-11E","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"080f7d1846458750593c057c28fa27b3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured","Unassigned"
"081218008c895ad0f26fbbe3a9e52fdf","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","uncultured bacterium"
"0829d7b3ea1587e3b378bdcb6d9d5e90","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Unassigned","Unassigned"
"083d2dc332973148a73f4c2b13461f1b","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","Unassigned"
"084104ed29ee0a227215d323c89c2612","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured bacterium"
"08426f1e8bec7ec4284745a1c1ffb93a","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"084c04ed6d11d2f3c5b02988c316413d","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unassigned"
"0853d83ee0fd2f0e7f8a4baba8a4ece1","Bacteria","MBNT15","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"0865b3e6a9dabd54cca2ebe5808f5ef2","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured bacterium"
"086dcbf33bad0899807c16ec1575451b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudahrensia","uncultured bacterium"
"087203b6be3089612a3fa57f681d43b1","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","Unassigned"
"0879d7d706ba43c7eecc1c4f9c8fe950","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"08817097c226815a60b6635edec9394d","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","Unassigned"
"088960830d46c5d6eff30eff97c25f3d","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","uncultured Acidobacteria bacterium"
"0899cf46d8ae1ea62492423b1264f667","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","Unassigned"
"089fbe747d252ba977741059c615337e","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","uncultured bacterium","Unassigned","Unassigned"
"08a27ba3f6efe59b6619b122feacf111","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","Unassigned"
"08a297ace5945086c1074c0b27d27f8d","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter","uncultured bacterium"
"08a5c6ecf2128a32f70345028c7959ab","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Unassigned","Unassigned"
"08a7c230244d673f075b104d28a3265c","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","uncultured bacterium"
"08aaf1bb0d597052d230a7195070a3b1","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula","uncultured bacterium"
"08aca45ac51b6be2c238360c87472a68","Bacteria","Acidobacteriota","AT-s3-28","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"08b58916b5c025f94862ef3654e1e3d3","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
